ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante,resultado,resultado_ajustado,ano,mes
2005,2005-08-10,31,Estádio Durival Britto e Silva,,,,Paraná,Fluminense,,,,,,,,,6,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,8
2005,2005-07-05,3,Estádio de Hailé Pinheiro,,,,Goiás EC,Figueirense FC,,,,,,,,,0,0,,,,,,,,,,,,,,,,,Empate,Casa,2005,7
2005,2005-03-11,36,Allianz Parque,,,,Palmeiras,Flamengo,,,,,,,,,0,1,,,,,,,,,,,,,,,,,Fora,Fora,2005,3
2005,2005-03-07,10,Estádio Urbano Caldeira,,,,Santos FC,Juventude,,,,,,,,,0,0,,,,,,,,,,,,,,,,,Empate,Casa,2005,3
2005,2005-11-09,25,Estádio Urbano Caldeira,,,,Santos FC,Flamengo,,,,,,,,,0,0,,,,,,,,,,,,,,,,,Empate,Casa,2005,11
2005,2005-01-10,29,Estádio Urbano Caldeira,,,,Santos FC,Fortaleza,,,,,,,,,0,0,,,,,,,,,,,,,,,,,Empate,Casa,2005,1
2005,2005-02-07,10,Estádio Jornalista Mário Filho,,,,Fluminense,Paraná,,,,,,,,,0,1,,,,,,,,,,,,,,,,,Fora,Fora,2005,2
2005,2005-06-10,30,Estádio Jornalista Mário Filho,,,,Fluminense,Corinthians,,,,,,,,,0,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,6
2005,2005-07-08,18,Estádio Cícero Pompeu de Toledo,,,,São Paulo,Goiás EC,,,,,,,,,0,1,,,,,,,,,,,,,,,,,Fora,Fora,2005,7
2005,2005-06-08,18,Neo Química Arena,,,,Corinthians,São Caetano,,,,,,,,,0,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,6
2005,2005-05-10,30,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Goiás EC,,,,,,,,,0,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,5
2005,2005-11-08,19,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Vasco da Gama,,,,,,,,,0,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,11
2005,2005-12-11,38,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Atlético-MG,,,,,,,,,0,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,12
2005,2005-07-08,18,Estádio Moisés Lucarelli,,,,Ponte Preta,Coritiba FC,,,,,,,,,0,3,,,,,,,,,,,,,,,,,Fora,Fora,2005,7
2005,2005-08-05,3,Estádio Raimundo Sampaio,,,,Atlético-MG,Brasiliense-DF,,,,,,,,,0,1,,,,,,,,,,,,,,,,,Fora,Fora,2005,8
2005,2005-11-09,25,Estádio Raimundo Sampaio,,,,Atlético-MG,Botafogo,,,,,,,,,0,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,11
2005,2005-05-10,30,Estádio Raimundo Sampaio,,,,Atlético-MG,Paraná,,,,,,,,,0,1,,,,,,,,,,,,,,,,,Fora,Fora,2005,5
2005,2005-11-06,7,Arena da Baixada,,,,Atlético-PR,Figueirense FC,,,,,,,,,0,0,,,,,,,,,,,,,,,,,Empate,Casa,2005,11
2005,2005-04-08,17,Estádio Beira-Rio,,,,Internacional,Santos FC,,,,,,,,,0,1,,,,,,,,,,,,,,,,,Fora,Fora,2005,4
2005,2005-11-08,19,Estádio Beira-Rio,,,,Internacional,Corinthians,,,,,,,,,0,0,,,,,,,,,,,,,,,,,Empate,Casa,2005,11
2005,2005-02-10,29,Estádio São Januário,,,,Vasco da Gama,Palmeiras,,,,,,,,,0,0,,,,,,,,,,,,,,,,,Empate,Casa,2005,2
2005,2005-07-08,18,Estádio Elmo Serejo Farias,,,,Brasiliense-DF,Internacional,,,,,,,,,0,0,,,,,,,,,,,,,,,,,Empate,Fora,2005,7
2005,2005-01-05,2,Estádio Orlando Scarpelli,,,,Figueirense FC,Flamengo,,,,,,,,,0,1,,,,,,,,,,,,,,,,,Fora,Fora,2005,1
2005,2005-03-07,10,Estádio Orlando Scarpelli,,,,Figueirense FC,Cruzeiro,,,,,,,,,0,0,,,,,,,,,,,,,,,,,Empate,Fora,2005,3
2005,2005-07-08,18,Estádio Durival Britto e Silva,,,,Paraná,Santos FC,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Fora,2005,7
2005,2005-11-09,25,Estádio Durival Britto e Silva,,,,Paraná,Palmeiras,,,,,,,,,1,3,,,,,,,,,,,,,,,,,Fora,Fora,2005,11
2005,2005-10-07,11,Estádio Olímpico Nilton Santos,,,,Botafogo,Fluminense,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,10
2005,2005-02-10,29,Estádio Olímpico Nilton Santos,,,,Botafogo,São Paulo,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Casa,2005,2
2005,2005-08-10,31,Estádio Olímpico Nilton Santos,,,,Botafogo,Palmeiras,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,8
2005,2005-03-11,36,Estádio Olímpico Nilton Santos,,,,Botafogo,São Caetano,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-11-06,7,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Ponte Preta,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,11
2005,2005-04-08,17,Estádio Jornalista Mário Filho,,,,Flamengo,Ponte Preta,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,4
2005,2005-12-08,19,Estádio Jornalista Mário Filho,,,,Flamengo,Paraná,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Casa,2005,12
2005,2005-09-09,24,Estádio Jornalista Mário Filho,,,,Flamengo,Internacional,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Casa,2005,9
2005,2005-12-10,31,Estádio Jornalista Mário Filho,,,,Flamengo,Atlético-MG,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,12
2005,2005-06-10,30,Estádio Governador Plácido Castelo,,,,Fortaleza,Atlético-PR,,,,,,,,,1,4,,,,,,,,,,,,,,,,,Fora,Fora,2005,6
2005,2005-12-08,19,Estádio de Hailé Pinheiro,,,,Goiás EC,Juventude,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,12
2005,2005-10-09,25,Estádio de Hailé Pinheiro,,,,Goiás EC,Cruzeiro,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,10
2005,2005-03-11,36,Estádio de Hailé Pinheiro,,,,Goiás EC,Fluminense,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,3
2005,2005-01-05,2,Estádio Alfredo Jaconi,,,,Juventude,Atlético-PR,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,1
2005,2005-07-08,18,Estádio Alfredo Jaconi,,,,Juventude,Palmeiras,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,7
2005,2005-09-09,24,Allianz Parque,,,,Palmeiras,Coritiba FC,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Casa,2005,9
2005,2005-12-06,7,Estádio Urbano Caldeira,,,,Santos FC,Fluminense,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Casa,2005,12
2005,2005-12-08,19,Estádio Urbano Caldeira,,,,Santos FC,Brasiliense-DF,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Casa,2005,12
2005,2005-08-05,3,Neo Química Arena,,,,Corinthians,São Paulo,,,,,,,,,1,5,,,,,,,,,,,,,,,,,Fora,Fora,2005,8
2005,2005-08-05,3,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Palmeiras,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,8
2005,2005-11-08,19,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Atlético-MG,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-11-09,25,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,São Paulo,,,,,,,,,1,4,,,,,,,,,,,,,,,,,Fora,Fora,2005,11
2005,2005-01-05,2,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Fluminense,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,1
2005,2005-09-07,11,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Fortaleza,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,9
2005,2005-07-08,18,Estádio Raimundo Sampaio,,,,Atlético-MG,Fluminense,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,7
2005,2005-06-11,37,Estádio Raimundo Sampaio,,,,Atlético-MG,Goiás EC,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,6
2005,2005-10-07,11,Arena da Baixada,,,,Atlético-PR,Coritiba FC,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,10
2005,2005-04-08,17,Arena da Baixada,,,,Atlético-PR,Goiás EC,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,4
2005,2005-04-08,17,Estádio Municipal Anacleto Campanella,,,,São Caetano,Juventude,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Casa,2005,4
2005,2005-10-09,25,Estádio Municipal Anacleto Campanella,,,,São Caetano,Paysandu SC,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,10
2005,2005-12-10,31,Estádio Municipal Anacleto Campanella,,,,São Caetano,Internacional,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Fora,2005,12
2005,2005-06-11,37,Estádio Municipal Anacleto Campanella,,,,São Caetano,Vasco da Gama,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,6
2005,2005-08-05,3,Estádio Beira-Rio,,,,Internacional,Flamengo,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,8
2005,2005-12-06,7,Estádio Beira-Rio,,,,Internacional,Atlético-MG,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Casa,2005,12
2005,2005-02-07,10,Estádio São Januário,,,,Vasco da Gama,Goiás EC,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,2
2005,2005-04-08,17,Estádio Elmo Serejo Farias,,,,Brasiliense-DF,Cruzeiro,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,4
2005,2005-07-09,24,Estádio Elmo Serejo Farias,,,,Brasiliense-DF,Atlético-MG,,,,,,,,,1,2,,,,,,,,,,,,,,,,,Fora,Fora,2005,7
2005,2005-06-11,37,Estádio Elmo Serejo Farias,,,,Brasiliense-DF,Coritiba FC,,,,,,,,,1,1,,,,,,,,,,,,,,,,,Empate,Fora,2005,6
2005,2005-06-10,30,Estádio Orlando Scarpelli,,,,Figueirense FC,Botafogo,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
2005,2005-12-11,38,Estádio Orlando Scarpelli,,,,Figueirense FC,Fortaleza,,,,,,,,,1,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,12
2005,2005-07-05,3,Estádio Durival Britto e Silva,,,,Paraná,Juventude,,,,,,,,,2,2,,,,,,,,,,,,,,,,,Empate,Casa,2005,7
2005,2005-04-08,17,Estádio Durival Britto e Silva,,,,Paraná,Botafogo,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,4
2005,2005-06-11,37,Estádio Durival Britto e Silva,,,,Paraná,Paysandu SC,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
2005,2005-06-08,18,Estádio Olímpico Nilton Santos,,,,Botafogo,Paysandu SC,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
2005,2005-07-09,24,Estádio Olímpico Nilton Santos,,,,Botafogo,Vasco da Gama,,,,,,,,,2,2,,,,,,,,,,,,,,,,,Empate,Casa,2005,7
2005,2005-12-11,38,Estádio Olímpico Nilton Santos,,,,Botafogo,Paraná,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,12
2005,2005-10-07,11,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Atlético-MG,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,10
2005,2005-12-10,19,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Botafogo,,,,,,,,,2,2,,,,,,,,,,,,,,,,,Empate,Casa,2005,12
2005,2005-08-09,24,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Fluminense,,,,,,,,,2,6,,,,,,,,,,,,,,,,,Fora,Fora,2005,8
2005,2005-01-10,29,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Juventude,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,1
2005,2005-03-11,36,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Corinthians,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-03-07,10,Estádio Governador Plácido Castelo,,,,Fortaleza,Corinthians,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-07-08,18,Estádio Governador Plácido Castelo,,,,Fortaleza,Flamengo,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,7
2005,2005-11-06,7,Estádio de Hailé Pinheiro,,,,Goiás EC,Palmeiras,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-09-07,11,Estádio Alfredo Jaconi,,,,Juventude,Brasiliense-DF,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,9
2005,2005-07-09,24,Estádio Alfredo Jaconi,,,,Juventude,Paraná,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,7
2005,2005-02-11,36,Estádio Alfredo Jaconi,,,,Juventude,Fortaleza,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,2
2005,2005-11-08,19,Allianz Parque,,,,Palmeiras,Ponte Preta,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-12-11,38,Allianz Parque,,,,Palmeiras,São Paulo,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,12
2005,2005-07-05,3,Estádio Urbano Caldeira,,,,Santos FC,Atlético-PR,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,7
2005,2005-05-10,30,Estádio Urbano Caldeira,,,,Santos FC,São Caetano,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,5
2005,2005-08-05,3,Estádio Jornalista Mário Filho,,,,Fluminense,Cruzeiro,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,8
2005,2005-12-08,19,Estádio Jornalista Mário Filho,,,,Fluminense,Fortaleza,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,12
2005,2005-06-11,37,Estádio Jornalista Mário Filho,,,,Fluminense,Figueirense FC,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
2005,2005-09-07,11,Estádio Cícero Pompeu de Toledo,,,,São Paulo,Flamengo,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,9
2005,2005-02-11,36,Estádio Cícero Pompeu de Toledo,,,,São Paulo,Atlético-MG,,,,,,,,,2,2,,,,,,,,,,,,,,,,,Empate,Casa,2005,2
2005,2005-11-09,25,Neo Química Arena,,,,Corinthians,Atlético-PR,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-01-05,2,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Santos FC,,,,,,,,,2,3,,,,,,,,,,,,,,,,,Fora,Fora,2005,1
2005,2005-12-06,7,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,São Paulo,,,,,,,,,2,2,,,,,,,,,,,,,,,,,Empate,Fora,2005,12
2005,2005-08-09,24,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Ponte Preta,,,,,,,,,2,2,,,,,,,,,,,,,,,,,Empate,Casa,2005,8
2005,2005-12-10,31,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Coritiba FC,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,12
2005,2005-04-11,36,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Brasiliense-DF,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,4
2005,2005-07-05,3,Estádio Moisés Lucarelli,,,,Ponte Preta,Paysandu SC,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,7
2005,2005-11-09,25,Estádio Moisés Lucarelli,,,,Ponte Preta,Fortaleza,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-03-11,36,Estádio Moisés Lucarelli,,,,Ponte Preta,Santos FC,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-04-08,17,Estádio Raimundo Sampaio,,,,Atlético-MG,Paysandu SC,,,,,,,,,2,2,,,,,,,,,,,,,,,,,Empate,Casa,2005,4
2005,2005-02-10,29,Arena da Baixada,,,,Atlético-PR,Flamengo,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,2
2005,2005-08-05,3,Estádio Municipal Anacleto Campanella,,,,São Caetano,Fortaleza,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,8
2005,2005-11-06,7,Estádio Municipal Anacleto Campanella,,,,São Caetano,Brasiliense-DF,,,,,,,,,2,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-09-07,11,Estádio Municipal Anacleto Campanella,,,,São Caetano,Ponte Preta,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,9
2005,2005-03-07,10,Estádio Beira-Rio,,,,Internacional,São Caetano,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-02-10,29,Estádio Beira-Rio,,,,Internacional,Fluminense,,,,,,,,,2,2,,,,,,,,,,,,,,,,,Empate,Casa,2005,2
2005,2005-06-11,37,Estádio Beira-Rio,,,,Internacional,Ponte Preta,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
2005,2005-12-06,7,Estádio São Januário,,,,Vasco da Gama,Coritiba FC,,,,,,,,,2,2,,,,,,,,,,,,,,,,,Empate,Casa,2005,12
2005,2005-10-07,11,Estádio São Januário,,,,Vasco da Gama,Internacional,,,,,,,,,2,4,,,,,,,,,,,,,,,,,Fora,Fora,2005,10
2005,2005-03-11,36,Estádio São Januário,,,,Vasco da Gama,Atlético-PR,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-03-07,10,Estádio Elmo Serejo Farias,,,,Brasiliense-DF,Atlético-PR,,,,,,,,,2,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-06-10,30,Estádio Elmo Serejo Farias,,,,Brasiliense-DF,Flamengo,,,,,,,,,2,3,,,,,,,,,,,,,,,,,Fora,Fora,2005,6
2005,2005-11-06,7,Estádio Durival Britto e Silva,,,,Paraná,Fortaleza,,,,,,,,,3,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-09-07,11,Estádio Durival Britto e Silva,,,,Paraná,Figueirense FC,,,,,,,,,3,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,9
2005,2005-01-10,29,Estádio Durival Britto e Silva,,,,Paraná,Coritiba FC,,,,,,,,,3,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,1
2005,2005-03-11,36,Estádio Durival Britto e Silva,,,,Paraná,Internacional,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-01-05,2,Estádio Olímpico Nilton Santos,,,,Botafogo,Corinthians,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,1
2005,2005-11-06,7,Estádio Olímpico Nilton Santos,,,,Botafogo,Juventude,,,,,,,,,3,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-01-05,2,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Internacional,,,,,,,,,3,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,1
2005,2005-06-11,37,Estádio Jornalista Mário Filho,,,,Flamengo,Botafogo,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
2005,2005-05-11,37,Estádio Governador Plácido Castelo,,,,Fortaleza,Cruzeiro,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,5
2005,2005-10-07,11,Estádio de Hailé Pinheiro,,,,Goiás EC,Santos FC,,,,,,,,,3,4,,,,,,,,,,,,,,,,,Fora,Fora,2005,10
2005,2005-12-10,20,Estádio Alfredo Jaconi,,,,Juventude,Fluminense,,,,,,,,,3,4,,,,,,,,,,,,,,,,,Fora,Fora,2005,12
2005,2005-08-10,31,Estádio Alfredo Jaconi,,,,Juventude,Santos FC,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,8
2005,2005-05-08,17,Estádio Jornalista Mário Filho,,,,Fluminense,Vasco da Gama,,,,,,,,,3,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,5
2005,2005-05-08,17,Estádio Cícero Pompeu de Toledo,,,,São Paulo,Palmeiras,,,,,,,,,3,3,,,,,,,,,,,,,,,,,Empate,Casa,2005,5
2005,2005-12-10,31,Estádio Cícero Pompeu de Toledo,,,,São Paulo,Ponte Preta,,,,,,,,,3,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,12
2005,2005-05-11,37,Estádio Cícero Pompeu de Toledo,,,,São Paulo,Juventude,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,5
2005,2005-10-07,11,Neo Química Arena,,,,Corinthians,Palmeiras,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,10
2005,2005-04-08,17,Neo Química Arena,,,,Corinthians,Coritiba FC,,,,,,,,,3,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,4
2005,2005-02-10,29,Neo Química Arena,,,,Corinthians,Brasiliense-DF,,,,,,,,,3,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,2
2005,2005-08-10,31,Neo Química Arena,,,,Corinthians,Fortaleza,,,,,,,,,3,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,8
2005,2005-02-07,10,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Paysandu SC,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,2
2005,2005-01-10,29,Estádio Estadual Jornalista Edgar Augusto Proença,,,,Paysandu SC,Figueirense FC,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,1
2005,2005-05-10,30,Estádio Moisés Lucarelli,,,,Ponte Preta,Juventude,,,,,,,,,3,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,5
2005,2005-03-07,10,Estádio Raimundo Sampaio,,,,Atlético-MG,Flamengo,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-08-09,24,Arena da Baixada,,,,Atlético-PR,Santos FC,,,,,,,,,3,3,,,,,,,,,,,,,,,,,Empate,Casa,2005,8
2005,2005-11-08,19,Estádio Municipal Anacleto Campanella,,,,São Caetano,Atlético-PR,,,,,,,,,3,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-01-10,29,Estádio Municipal Anacleto Campanella,,,,São Caetano,Atlético-MG,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,1
2005,2005-11-09,25,Estádio Beira-Rio,,,,Internacional,Figueirense FC,,,,,,,,,3,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-06-10,30,Estádio Beira-Rio,,,,Internacional,São Paulo,,,,,,,,,3,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
2005,2005-12-10,18,Estádio São Januário,,,,Vasco da Gama,Figueirense FC,,,,,,,,,3,3,,,,,,,,,,,,,,,,,Empate,Casa,2005,12
2005,2005-06-10,30,Estádio São Januário,,,,Vasco da Gama,Cruzeiro,,,,,,,,,3,3,,,,,,,,,,,,,,,,,Empate,Casa,2005,6
2005,2005-11-08,19,Estádio Orlando Scarpelli,,,,Figueirense FC,São Paulo,,,,,,,,,3,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-07-09,24,Estádio Orlando Scarpelli,,,,Figueirense FC,Goiás EC,,,,,,,,,3,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,7
2005,2005-08-10,31,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Figueirense FC,,,,,,,,,4,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,8
2005,2005-01-10,29,Estádio de Hailé Pinheiro,,,,Goiás EC,Ponte Preta,,,,,,,,,4,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,1
2005,2005-08-10,31,Estádio de Hailé Pinheiro,,,,Goiás EC,Vasco da Gama,,,,,,,,,4,3,,,,,,,,,,,,,,,,,Casa,Casa,2005,8
2005,2005-03-07,10,Allianz Parque,,,,Palmeiras,Botafogo,,,,,,,,,4,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-12-06,7,Neo Química Arena,,,,Corinthians,Flamengo,,,,,,,,,4,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,12
2005,2005-03-11,36,Estádio Major Antônio Couto Pereira,,,,Coritiba FC,Figueirense FC,,,,,,,,,4,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,3
2005,2005-12-10,31,Arena da Baixada,,,,Atlético-PR,Brasiliense-DF,,,,,,,,,4,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,12
2005,2005-06-11,37,Arena da Baixada,,,,Atlético-PR,Palmeiras,,,,,,,,,4,0,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
2005,2005-05-08,17,Estádio Governador Plácido Castelo,,,,Fortaleza,Figueirense FC,,,,,,,,,5,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,5
2005,2005-07-09,24,Estádio Governador Plácido Castelo,,,,Fortaleza,São Caetano,,,,,,,,,5,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,7
2005,2005-06-10,30,Allianz Parque,,,,Palmeiras,Paysandu SC,,,,,,,,,5,3,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
2005,2005-06-08,18,Arena da Baixada,,,,Atlético-PR,Cruzeiro,,,,,,,,,5,4,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
2005,2005-11-09,25,Estádio São Januário,,,,Vasco da Gama,Juventude,,,,,,,,,5,2,,,,,,,,,,,,,,,,,Casa,Casa,2005,11
2005,2005-06-11,37,Neo Química Arena,,,,Corinthians,Santos FC,,,,,,,,,7,1,,,,,,,,,,,,,,,,,Casa,Casa,2005,6
